source,target,ak,bk,ck,xpos,value
Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,1,43
Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,Arbeidsgiver,Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,1,2
Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,1,3
Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,1,17
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Andre,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,8
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Andre i NAV,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,53
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,7
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,10
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,21
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,52
Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",1,593
Internasjonalt,Innringer ringer selv tilbake senere,NAV-kontoret,Internasjonalt,Innringer ringer selv tilbake senere,1,1
Internasjonalt,Innringer ringer selv tilbake senere,"Pårørende, verge, fullmakt",Internasjonalt,Innringer ringer selv tilbake senere,1,1
Internasjonalt,Innringer ringer selv tilbake senere,Personbruker,Internasjonalt,Innringer ringer selv tilbake senere,1,4
Internasjonalt,Ringt feil,Arbeidsgiver,Internasjonalt,Ringt feil,1,4
Internasjonalt,Ringt feil,NAV-kontoret,Internasjonalt,Ringt feil,1,1
Internasjonalt,Ringt feil,Øvrige samhandlere,Internasjonalt,Ringt feil,1,1
Internasjonalt,Ringt feil,"Pårørende, verge, fullmakt",Internasjonalt,Ringt feil,1,1
Internasjonalt,Ringt feil,Personbruker,Internasjonalt,Ringt feil,1,21
Klageinstans,Brutt samtale / teknisk feil,Vet ikke,Klageinstans,Brutt samtale / teknisk feil,1,2
Klageinstans,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Klageinstans,Delvis løst/videreformidlet NAV Familie og pensjon,1,1
Klageinstans,Delvis løst/videreformidlet NKS/NSS,Personbruker,Klageinstans,Delvis løst/videreformidlet NKS/NSS,1,6
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,Andre,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,Andre i NAV,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,Lege eller behandler,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,2
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,Øvrige samhandlere,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,3
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,11
Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,Personbruker,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,1,35
Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,1,3
Klageinstans,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Klageinstans,Delvis løst/videreformidlet til NAV-kontor,1,2
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",Andre i NAV,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,4
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,1
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,1
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,22
Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",1,140
Klageinstans,Innringer ringer selv tilbake senere,Lege eller behandler,Klageinstans,Innringer ringer selv tilbake senere,1,1
Klageinstans,Innringer ringer selv tilbake senere,NAV-kontoret,Klageinstans,Innringer ringer selv tilbake senere,1,1
Klageinstans,Innringer ringer selv tilbake senere,"Pårørende, verge, fullmakt",Klageinstans,Innringer ringer selv tilbake senere,1,2
Klageinstans,Innringer ringer selv tilbake senere,Personbruker,Klageinstans,Innringer ringer selv tilbake senere,1,4
Klageinstans,Ringt feil,"Pårørende, verge, fullmakt",Klageinstans,Ringt feil,1,1
Klageinstans,Ringt feil,Personbruker,Klageinstans,Ringt feil,1,2
Klageinstans,Ringt feil,Vet ikke,Klageinstans,Ringt feil,1,1
Lege og behandler,Brutt samtale / teknisk feil,Lege eller behandler,Lege og behandler,Brutt samtale / teknisk feil,1,4
Lege og behandler,Brutt samtale / teknisk feil,Vet ikke,Lege og behandler,Brutt samtale / teknisk feil,1,4
Lege og behandler,Delvis løst/videreformidlet NAV Familie og pensjon,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet NAV Familie og pensjon,1,3
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Andre,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,3
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Arbeidsgiver,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,1
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,74
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,NAV-kontoret,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,1
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,44
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,"Pårørende, verge, fullmakt",Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,2
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Personbruker,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,9
Lege og behandler,Delvis løst/videreformidlet NKS/NSS,Tiltaksarrangør,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,1,4
Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,1,3
Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,1,2
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,Andre,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,2
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,Arbeidsgiver,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,38
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NAV-kontoret,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,15
Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Lege og behandler,Delvis løst/videreformidlet til NAV Fylkesledd,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til NAV Fylkesledd,1,3
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,Andre,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,1
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,402
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,55
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,"Pårørende, verge, fullmakt",Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,2
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,Tiltaksarrangør,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,2
Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,Vet ikke,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,1,1
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",Andre,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,370
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,1
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,95
Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",1,4
Lege og behandler,Innringer ringer selv tilbake senere,Lege eller behandler,Lege og behandler,Innringer ringer selv tilbake senere,1,55
Lege og behandler,Innringer ringer selv tilbake senere,Øvrige samhandlere,Lege og behandler,Innringer ringer selv tilbake senere,1,21
Lege og behandler,Innringer ringer selv tilbake senere,Vet ikke,Lege og behandler,Innringer ringer selv tilbake senere,1,1
Lege og behandler,Ringt feil,Andre,Lege og behandler,Ringt feil,1,12
Lege og behandler,Ringt feil,Andre i NAV,Lege og behandler,Ringt feil,1,1
Lege og behandler,Ringt feil,Lege eller behandler,Lege og behandler,Ringt feil,1,50
Lege og behandler,Ringt feil,Øvrige samhandlere,Lege og behandler,Ringt feil,1,39
Lege og behandler,Ringt feil,"Pårørende, verge, fullmakt",Lege og behandler,Ringt feil,1,1
Lege og behandler,Ringt feil,Personbruker,Lege og behandler,Ringt feil,1,34
Lege og behandler,Ringt feil,Tiltaksarrangør,Lege og behandler,Ringt feil,1,3
Pensjon,Brutt samtale / teknisk feil,Øvrige samhandlere,Pensjon,Brutt samtale / teknisk feil,1,2
Pensjon,Brutt samtale / teknisk feil,"Pårørende, verge, fullmakt",Pensjon,Brutt samtale / teknisk feil,1,2
Pensjon,Brutt samtale / teknisk feil,Personbruker,Pensjon,Brutt samtale / teknisk feil,1,22
Pensjon,Brutt samtale / teknisk feil,Vet ikke,Pensjon,Brutt samtale / teknisk feil,1,11
Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,NAV-kontoret,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,1,2
Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,1,7
Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,1,17
Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,1,82
Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,Tiltaksarrangør,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,1,1
Pensjon,Delvis løst/videreformidlet NKS/NSS,Andre i NAV,Pensjon,Delvis løst/videreformidlet NKS/NSS,1,1
Pensjon,Delvis løst/videreformidlet NKS/NSS,Arbeidsgiver,Pensjon,Delvis løst/videreformidlet NKS/NSS,1,2
Pensjon,Delvis løst/videreformidlet NKS/NSS,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NKS/NSS,1,3
Pensjon,Delvis løst/videreformidlet NKS/NSS,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NKS/NSS,1,8
Pensjon,Delvis løst/videreformidlet NKS/NSS,Personbruker,Pensjon,Delvis løst/videreformidlet NKS/NSS,1,117
Pensjon,Delvis løst/videreformidlet NØP/NØS,Andre,Pensjon,Delvis løst/videreformidlet NØP/NØS,1,1
Pensjon,Delvis løst/videreformidlet NØP/NØS,Arbeidsgiver,Pensjon,Delvis løst/videreformidlet NØP/NØS,1,1
Pensjon,Delvis løst/videreformidlet NØP/NØS,NAV-kontoret,Pensjon,Delvis løst/videreformidlet NØP/NØS,1,3
Pensjon,Delvis løst/videreformidlet NØP/NØS,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NØP/NØS,1,5
Pensjon,Delvis løst/videreformidlet NØP/NØS,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NØP/NØS,1,8
Pensjon,Delvis løst/videreformidlet NØP/NØS,Personbruker,Pensjon,Delvis løst/videreformidlet NØP/NØS,1,59
Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,1,3
Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,Personbruker,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,1,12
Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,Sperret person,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,Andre,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,1,12
Pensjon,Delvis løst/videreformidlet til NAV-kontor,Andre,Pensjon,Delvis løst/videreformidlet til NAV-kontor,1,2
Pensjon,Delvis løst/videreformidlet til NAV-kontor,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til NAV-kontor,1,6
Pensjon,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Pensjon,Delvis løst/videreformidlet til NAV-kontor,1,12
Pensjon,Delvis løst/videreformidlet til NAV-kontor,Tiltaksarrangør,Pensjon,Delvis løst/videreformidlet til NAV-kontor,1,1
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Andre,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,18
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Andre i NAV,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,8
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,19
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,17
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,72
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,254
Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",1,2566
Pensjon,Innringer ringer selv tilbake senere,"Pårørende, verge, fullmakt",Pensjon,Innringer ringer selv tilbake senere,1,4
Pensjon,Innringer ringer selv tilbake senere,Personbruker,Pensjon,Innringer ringer selv tilbake senere,1,3
Pensjon,Ringt feil,Andre,Pensjon,Ringt feil,1,1
Pensjon,Ringt feil,Andre i NAV,Pensjon,Ringt feil,1,1
Pensjon,Ringt feil,NAV-kontoret,Pensjon,Ringt feil,1,2
Pensjon,Ringt feil,Øvrige samhandlere,Pensjon,Ringt feil,1,3
Pensjon,Ringt feil,"Pårørende, verge, fullmakt",Pensjon,Ringt feil,1,13
Pensjon,Ringt feil,Personbruker,Pensjon,Ringt feil,1,140
Pensjon,Skrevet feil,Personbruker,Pensjon,Skrevet feil,1,2
Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,1,8
Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,Sperret person,Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,1,1
Pleiepenger,Delvis løst/videreformidlet NKS/NSS,Personbruker,Pleiepenger,Delvis løst/videreformidlet NKS/NSS,1,7
Pleiepenger,Delvis løst/videreformidlet NKS/NSS,Vet ikke,Pleiepenger,Delvis løst/videreformidlet NKS/NSS,1,1
Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,Arbeidsgiver,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,1,2
Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,Lege eller behandler,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,Øvrige samhandlere,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,"Pårørende, verge, fullmakt",Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,1,13
Pleiepenger,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Pleiepenger,Delvis løst/videreformidlet til NAV-kontor,1,1
Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",1,3
Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",1,5
Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",1,3
Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",1,10
Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",1,84
Pleiepenger,Innringer ringer selv tilbake senere,Lege eller behandler,Pleiepenger,Innringer ringer selv tilbake senere,1,1
Pleiepenger,Innringer ringer selv tilbake senere,Personbruker,Pleiepenger,Innringer ringer selv tilbake senere,1,2
Pleiepenger,Ringt feil,Personbruker,Pleiepenger,Ringt feil,1,4
Pleiepenger,Skrevet feil,Andre,Pleiepenger,Skrevet feil,1,1
Sosiale tjenester,Brutt samtale / teknisk feil,Andre,Sosiale tjenester,Brutt samtale / teknisk feil,1,2
Sosiale tjenester,Brutt samtale / teknisk feil,Lege eller behandler,Sosiale tjenester,Brutt samtale / teknisk feil,1,2
Sosiale tjenester,Brutt samtale / teknisk feil,Øvrige samhandlere,Sosiale tjenester,Brutt samtale / teknisk feil,1,1
Sosiale tjenester,Brutt samtale / teknisk feil,Personbruker,Sosiale tjenester,Brutt samtale / teknisk feil,1,37
Sosiale tjenester,Brutt samtale / teknisk feil,Vet ikke,Sosiale tjenester,Brutt samtale / teknisk feil,1,24
Sosiale tjenester,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet NAV Familie og pensjon,1,8
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,Andre,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,6
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,Lege eller behandler,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,3
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,2
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,8
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,213
Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,Vet ikke,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,1,1
Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,Andre,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,1,3
Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,1,2
Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,1,19
Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,1,4
Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,1,16
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Andre,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,41
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Lege eller behandler,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,18
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,NAV-kontoret,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,3
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,70
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,132
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,2192
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Tiltaksarrangør,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,1
Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,Vet ikke,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,1,2
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",Andre,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,55
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,24
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,5
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,81
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,140
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,2282
Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",Tiltaksarrangør,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Sosiale tjenester,Innringer ringer selv tilbake senere,Andre,Sosiale tjenester,Innringer ringer selv tilbake senere,1,8
Sosiale tjenester,Innringer ringer selv tilbake senere,Lege eller behandler,Sosiale tjenester,Innringer ringer selv tilbake senere,1,5
Sosiale tjenester,Innringer ringer selv tilbake senere,Øvrige samhandlere,Sosiale tjenester,Innringer ringer selv tilbake senere,1,20
Sosiale tjenester,Innringer ringer selv tilbake senere,"Pårørende, verge, fullmakt",Sosiale tjenester,Innringer ringer selv tilbake senere,1,11
Sosiale tjenester,Innringer ringer selv tilbake senere,Personbruker,Sosiale tjenester,Innringer ringer selv tilbake senere,1,255
Sosiale tjenester,Innringer ringer selv tilbake senere,Tiltaksarrangør,Sosiale tjenester,Innringer ringer selv tilbake senere,1,1
Sosiale tjenester,Ringt feil,Andre,Sosiale tjenester,Ringt feil,1,3
Sosiale tjenester,Ringt feil,Arbeidsgiver,Sosiale tjenester,Ringt feil,1,2
Sosiale tjenester,Ringt feil,Lege eller behandler,Sosiale tjenester,Ringt feil,1,2
Sosiale tjenester,Ringt feil,Øvrige samhandlere,Sosiale tjenester,Ringt feil,1,10
Sosiale tjenester,Ringt feil,"Pårørende, verge, fullmakt",Sosiale tjenester,Ringt feil,1,15
Sosiale tjenester,Ringt feil,Personbruker,Sosiale tjenester,Ringt feil,1,177
Sosiale tjenester,Skrevet feil,Personbruker,Sosiale tjenester,Skrevet feil,1,2
Teknisk brukerstøtte,Brutt samtale / teknisk feil,Personbruker,Teknisk brukerstøtte,Brutt samtale / teknisk feil,1,2
Teknisk brukerstøtte,Brutt samtale / teknisk feil,Vet ikke,Teknisk brukerstøtte,Brutt samtale / teknisk feil,1,2
Teknisk brukerstøtte,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet NAV Familie og pensjon,1,1
Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,Arbeidsgiver,Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,1,1
Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,Lege eller behandler,Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,1,1
